I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,D
35.912,30.613,48.907,28.249,17.053,27.521,34.328,43.181,25.534,31.678,41.934,35.596,42.869,26.946,32.199,123.53
38.473,39.96,30.039,17.446,27.518,52.241,25.377,26.925,18.288,27.949,24.839,45.95,28.71,40.865,30.509,122.65
9.5597,34.367,39.156,33.439,37.487,23.333,33.491,42.841,49.088,18.82,20.157,22.062,40.589,47.342,19.997,107.11
26.678,33.977,25.944,31.021,27.962,22.106,33.219,42.75,50.768,16.055,44.453,10.013,22.667,35.486,39.835,111.93
38.337,49.596,27.205,26.377,40.493,12.854,24.322,27.592,34.131,25.79,36.596,24.308,37.982,15.922,26.053,126.61
30.946,35.633,39.498,22.687,24.361,41.392,29.697,39.074,29.925,26.806,35.049,42.637,20.476,23.07,19.306,120.24
30.921,25.394,18.917,21.971,14.676,22.827,30.214,42.2,25.983,29.224,20.04,25.42,34.803,36.44,3.965,100.43
30.634,40.688,22.46,48.741,18.668,26.589,16.181,29.718,14.774,25.71,32.669,55.508,26.253,39.567,36.809,116.51
36.79,14.137,25.546,40.459,50.462,30.529,24.824,51.023,31.36,32.249,35.885,28.053,33.612,27.732,9.0104,116.09
38.368,39.509,28.486,25.529,20.233,52.896,19.602,28.178,26.721,47.644,51.636,42.617,21.515,21.507,22.676,123.56
21.929,25.367,14.691,20.903,36.445,24.551,33.127,44.6,41.737,48.824,26.875,46.586,22.472,45.62,33.531,98.845
31.948,26.166,26.495,23.271,32.883,28.492,18.594,9.0258,20.872,20.235,8.493,34.117,43.271,16.644,29.945,105.12
41.646,23.688,22.339,39.201,49.683,26.592,25.265,26.548,37.351,29.765,33.12,32.874,16.949,33.356,22.309,121.27
21.293,48.813,31.329,47.937,56.309,27.151,42.656,25.836,32.369,16.464,21.871,17.454,49.028,25.281,9.5651,127.68
25.4,38.999,43.273,25.94,34.001,38.922,23.173,25.863,31.316,50.003,41.179,29.897,21.905,37.201,37.569,121.16
40.092,49.95,17.848,27.557,32.495,16.646,18.968,34.669,50.527,37.527,26.594,32.228,13.841,14.047,41.161,124.2
36.164,29.957,38.924,37.95,36.432,19.742,26.9,5.8342,17.478,29.517,35.28,40.408,35.581,36.395,29.251,120.45
27.103,11.617,54.738,19.42,16.969,30.278,35.11,34.887,25.623,34.261,23.064,35.191,33.739,39.929,36.597,104.91
28.8,23.329,41.193,35.02,23.252,47.631,28.17,27.899,36.3,0.074093,24.697,26.78,33.739,33.215,41.65,113.23
33.502,31.653,18.68,34.564,32.184,33.322,27.132,42.163,21.53,30.388,6.6825,37.404,54.959,13.652,34.517,114.33
37.642,27.804,29.089,31.924,36.907,21.789,30.602,9.3767,35.735,26.478,27.39,22.779,33.181,50.157,13.988,116.72
40.747,24.269,39.512,25.75,44.185,40.56,22.797,37.224,41.97,22.561,23.093,36.325,44.409,40.541,33.974,125.47
17.664,49.079,46.088,12.902,14.741,40.96,34.519,28.005,31.576,24.993,31.253,18.52,27.748,12.561,30.978,113.31
15.065,14.278,34.259,31.56,29.948,30.199,31.576,31.056,17.926,35.957,24.344,43.922,24.2,37.526,31.229,95.452
48.235,26.757,14.975,18.455,42.949,37.478,29.205,29.801,37.526,39.769,21.832,48.043,38.701,27.68,51.61,119.69
30.25,42.395,38.377,27.855,15.842,16.628,36.981,33.501,10.852,40.631,36.87,27.899,32.415,23.216,32.425,117.93
41.099,35.615,23.126,28.475,36.575,31.278,32.191,45.41,28.757,40.017,27.11,34.396,53.548,29.598,34.081,125.06
37.967,27.317,34.995,32.312,25.17,20.141,29.848,18.786,18.374,21.662,30.774,26.633,29.801,16.709,27.537,116.23
36.588,-7.2057,40.175,27.346,39.52,38.03,32.713,34.912,30.639,37.675,18.75,21.002,45.616,23.545,31.174,101.59
23.972,33.901,46.082,38.715,52.795,44.399,35.83,48.449,27.125,19.348,38.096,17.239,28.416,35.08,28.704,127.95
50,37.406,50.652,39.711,32.231,45.331,52.605,20.889,42.77,23.634,24.503,33.84,41.6,38.48,45.995,147.63
23.873,24.342,27.778,27.782,37.556,37.726,37.313,19.659,33.352,27.981,37.097,31.762,44.206,-4.9355,36.253,107.38
33.486,27.205,39.091,39.885,37.35,43.473,35.85,17.02,24.176,20.556,37.423,24.691,30.995,38.783,30.632,123.7
24.709,30.612,28.107,25.917,24.215,24.688,35.051,36.754,21.247,39.791,30.693,24.44,42.766,25.441,39.994,107
29.741,39.754,37.499,20.458,12.772,62.167,30.074,32.104,42.141,16.309,40.64,28.41,44.668,18.74,21.431,119.45
37.781,17.044,14.676,21.815,9.8695,31.7,19.229,35.534,38.804,32.325,21.756,24.182,26.738,25.867,41.921,97.649
44.278,31.699,35.742,38.547,45.218,43.9,18.671,18.669,38.374,15.964,29.35,31.858,30.371,29.427,30.588,132.58
24.036,28.275,36.677,40.302,29.587,25.572,42.436,42.568,36.942,23.823,25.474,25.781,31.518,30.422,39.566,115.38
35.667,32.916,30.068,29.362,19.568,41.845,22.119,24.455,21.543,35.818,38.172,35.106,25.609,38.293,20.576,117.43
26.792,27.459,32.958,46.19,17.248,18.022,12.775,38.631,36.167,46.481,21.132,34.8,19.129,9.6732,49.369,109.65
20.633,42.746,28.369,51.389,42.442,24.66,22.559,40.591,31.108,47.483,31.316,25.973,49.138,28.2,31.797,121.12
36.107,6.5153,34.554,26.38,20.269,21.742,38.676,25.964,26.456,42.278,47.677,47.309,46.998,36.382,31.461,103.01
31.744,17.829,33.289,40.473,31.086,18.544,20.688,27.146,16.919,24.935,16.992,26.425,30.716,26.95,28.677,108.2
36.473,30.103,27.248,34.625,21.324,6.8967,32.137,15.8,6.0023,31.527,15.954,21.128,28.793,41.585,25.09,109.19
29.057,34.442,37.213,42.475,35.496,22.204,26.822,41.823,3.3172,29.772,19.897,29.136,19.889,42.92,17.351,119.77
42.815,33.721,19.102,15.665,14.195,16.166,30.352,36.756,25.833,23.644,40.415,21.219,32.539,18.041,22.835,110.13
22.683,32.168,21.829,25.947,31.496,29.231,25.328,36.938,17.041,26.165,29.669,32.636,43.617,17.968,35.802,104.31
23.62,22.492,45.965,22.716,27.923,44.142,10.548,32.908,24.86,13.526,28.927,26.569,28.215,26.448,9.6024,106.95
15.045,51.199,24.337,22.387,19.194,37.624,30.193,34.015,15.144,19.891,28.426,17.689,34.292,30.072,37.962,106.55
27.246,27.898,13.619,40.9,34.433,34.871,36.921,41.494,20.977,37.686,40.019,27.786,25.949,10.024,16.554,109.65
45.259,23.998,18.184,28.082,30.354,38.658,12.987,31.725,30.71,33.807,18.578,27.092,28.414,23.751,36.017,115.25
22.293,29.001,16.2,25.213,51.006,40.127,38.03,11.649,8.6155,22.458,26.297,36.006,38.909,23.472,13.176,103.09
17.225,56.193,40.738,48.273,19.835,32.227,21.821,27.223,54.13,19.284,38.835,38.144,44.83,23.164,34.466,125.11
15.95,31.924,39.526,16.445,22.893,31.806,26.291,23.891,14.832,21.363,22.424,23.393,34.832,14.223,26.889,99.952
35.966,33.368,32.467,42.847,44.096,32.622,28.372,29.138,24.434,29.846,32.305,16.522,49.482,32.001,32.099,127.41
50.393,40.825,31.277,20.72,32.328,52.665,17.955,17.019,12.326,36.1,26.593,46.998,24.358,29.543,29.28,132.38
17.002,21.072,37.882,39.247,13.984,46.949,32.2,24.632,35.17,22.229,35.998,53.979,20.804,25.816,23.419,103.4
27.472,43.54,32.964,30.006,34.422,40.316,33.368,28.717,40.532,29.679,36.114,9.1298,21.949,30.201,22.116,123.32
32.023,39.475,33.454,29.57,17.737,13.483,20.909,24.082,44.636,37.88,24.11,26.962,37.536,39.971,39.436,115.3
32.431,24.688,21.429,15.097,40.734,38.63,35.675,31.922,26.544,28.711,42.394,29.708,33.059,22.702,28.913,108.59
17.894,17.242,29.009,14.443,32.675,33.163,42.473,28.32,24.859,19.885,23.944,37.301,31.968,17.152,38.953,93.491
29.621,15.127,33.231,26.987,43.433,-0.56892,7.8669,19.997,18.44,23.622,41.81,27.139,30.511,39.415,28.376,95.621
25.692,32.571,13.327,41.313,31.416,34.413,33.824,37.805,25.84,41.683,23.15,45.286,27.731,39.978,21.06,110.15
36.673,42.55,33.439,18.4,35.086,31.257,15.463,24.375,43.526,22.053,35.233,39.754,30.593,36.556,37.37,122.89
26.107,22.754,31.666,35.177,26.248,33.923,37.376,32.982,44.665,29.119,41.847,5.6736,-1.4759,24.727,11.957,109.58
38.231,42.527,27.349,20.517,26.755,12.166,42.428,29.65,45.543,29.765,26.183,18.706,36.394,34.817,41.047,120.5
24.092,40.966,24.623,39.486,29.125,28.886,21.913,29.346,37.392,22.363,35.606,28.137,23.452,36.218,36.569,114.67
25.236,19.59,27.502,27.716,31.043,33.496,33.53,42.499,31.101,30.403,38.661,34.558,25.453,22.147,24.366,105.02
27.652,15.325,30.545,42.611,39.705,30.94,19.2,39.481,42.104,21.929,36.72,39.19,21.88,48.508,14.767,109.53
20.751,39.122,45.121,21.316,49.998,32.594,27.74,28.845,21.274,42.905,23.679,33.004,14.638,23.143,24.716,118.68
24.851,34.154,34.912,36.343,25.486,21.899,27.362,29.717,18.952,26.175,24.039,25.664,14.581,43.235,16.065,112.4
47.935,20.119,37.095,30.22,21.115,35.604,39.564,39.944,14.194,33.84,31.45,23.105,36.29,32.353,38.99,123.95
38.052,40.173,35.533,17.021,21.45,25.419,20.162,43.027,41.132,37.03,34.118,27.722,32.233,24.763,20.767,121.33
33.146,34.576,29.239,25.063,48.757,52.826,36.49,39.021,19.943,39.135,32.268,28.508,42.402,52.557,51.658,124.93
51.101,43.586,25.049,43.225,26.007,31.722,35.022,27.805,24.34,34.779,18.987,30.701,54.582,44.296,53.115,137.78
51.802,20.402,34.127,45.132,21.183,19.654,30.931,20.249,24.16,29.299,46.099,30.136,21.296,35.024,38.21,125.77
27.179,23.153,27.906,10.965,18.434,25.293,28.522,16.387,37.075,28.327,32.239,41.364,43.108,29.921,30.187,96.579
41.835,46.494,28.461,32.644,27.895,21.693,33.222,44.856,33.839,40.683,18.857,52.207,45.788,27.692,36.857,131.68
28.66,35.627,51.894,28.895,5.4291,54.004,26.19,26.25,40.481,28.598,40.783,32.892,32.519,29.809,28.742,120.72
43.552,20.076,8.7107,42.062,37.075,27.113,35.753,38.506,24.583,27.094,31.459,35.018,29.775,45.912,55.423,114.09
32.761,46.565,27.275,25.616,26.149,21.554,29.164,46.075,42.599,18.019,28.081,36.376,27.86,47.127,37.319,121.31
35.724,24.395,46.766,28.248,18.233,48.506,29.56,11.28,32.092,29.147,39.439,43.506,29.073,11.45,18.698,119.34
44.002,46.849,30.461,41.132,36.239,24.759,31.294,14.647,22.156,29.657,42.63,40.117,34.317,20.362,43.275,135.66
38.918,38.224,25.34,17.132,36.68,29.279,28.793,31.117,46.063,33.649,33.546,46.488,39.046,38.83,11.428,121.38
27.153,7.2916,33.003,36.107,39.737,34.771,32.853,49.8,33.275,37.131,38.951,38.403,23.808,30.313,27.59,106.26
41.147,31.668,19.137,37.59,26.612,28.189,27.004,29.057,18.602,30.376,30.228,30.701,29.867,28.3,19.099,118.56
8.1674,32.553,33.994,32.849,36.386,30.372,26.836,24.597,37.996,37.391,48.775,15.195,29.113,42.918,39.861,102.29
27.596,31.775,28.275,28.066,12.499,37.061,34.866,28.037,18.281,24.728,29.474,28.16,43.894,41.965,28.647,108.15
26.075,39.804,20.757,45.574,37.28,25.756,23.048,16.143,32.387,26.41,31.263,33.258,4.2825,35.384,46.961,115.29
20.793,34.783,19.705,31.267,32.11,15.005,19.164,32.282,46.713,38.269,31.319,13.947,47.14,34.051,25.953,103.23
8.6743,46.438,46.66,14.246,38.224,17.284,29.846,33.912,19.01,12.009,40.968,14.571,21.717,38.52,41.404,105.89
20.165,35.926,29.777,29.993,28.97,25.018,33.054,34.539,26.674,23.968,14.227,20.745,35.47,40.721,31.405,108.38
33.403,31.512,44.082,18.184,33.56,32.296,42.972,46.15,30.201,17.186,38.301,33.119,22.843,39.315,30.282,122.19
30.817,27.452,43.242,42.991,31.532,46.952,35.058,40.297,28.401,26.806,18.412,36.082,32.77,26.584,38.696,125.49
38.852,30.613,22.137,44.939,46.191,44.03,29.859,21.139,38.411,38.731,36.771,24.574,20.564,31.066,24.195,126.83
42.902,34.343,26.048,28.949,37.512,0.11081,49.664,33.728,36.453,39.464,43.168,17.401,34.872,34.222,47.806,120.85
23.059,7.6515,33.558,44.243,49.045,35.532,5.7428,22.061,22.748,38.492,21.311,32.015,34.868,41.947,51.215,100.97
23.552,28.496,43.272,5.2447,21.846,13.771,29.51,11.967,24.437,47.026,24.352,29.036,26.068,38.303,18.384,98.279
44.719,32.927,32.188,23.415,35.99,21.813,17.234,24.075,28.02,40.016,14.804,30.003,32.166,33.365,26.913,122.87
29.849,28.809,22.511,25.643,27.752,24.503,21.019,29.351,12.328,10.928,23.132,37.732,46.761,33.388,36.389,104.24
27.343,21.843,40.099,30.454,52.019,34.007,41.728,-4.3284,25.528,38.522,15.959,25.669,48.332,16.975,24.947,112.5
29.452,15.326,34.593,28.644,36.732,52.499,26.157,13.441,30.912,28.666,35.89,35.857,16.69,24.677,19.837,109.12
34.584,24.134,25.58,23.686,25.317,28.038,40.54,28.259,18.168,19.858,50.066,40.591,26.264,24.031,9.0496,109.24
23.797,25.654,43.679,36.484,34.047,20.207,17.264,28.305,27.82,38.47,42.006,27.057,51.239,25.909,46.527,112.05
29.178,18.795,44.065,45.018,18.559,23.873,40.653,37.352,42.945,25.428,28.519,31.238,16.245,31.777,37.12,114.92
31.669,27.153,44.137,19.362,37.328,35.28,32.906,27.868,25.067,35.459,32.866,13.145,36.707,28.859,29.988,117.93
30.913,29.051,41.244,47.408,41.725,20.582,16.785,15.342,18.552,27.119,34.471,43.062,42.278,28.86,15.705,120.73
30.086,36.008,31.991,16.858,33.359,50.945,30.714,30.322,29.696,34.194,12.641,24.716,48.507,39.867,31.838,117.26
28.97,24.34,51.027,30.128,24.974,22.344,16.185,16.498,24.779,26.159,30.82,20.236,20.468,29.67,26.387,112.19
5.772,12.225,31.109,46.308,37.862,18.475,34.437,22.205,26.453,44.104,19,31.01,34.683,40.289,35.339,89.372
43.522,46.2,33.585,28.201,12.611,30.168,24.993,24.012,23.673,35.814,21.903,49.278,32.09,45.485,41.135,128.05
25.453,36.738,33.681,41.677,12.489,19.785,21.429,22.492,32.005,36.57,10.702,27.526,19.334,15.881,25.726,110.93
49.068,32.997,26.766,29.386,34.091,30.024,33.056,26.042,14.048,28.87,43.674,31.17,40.227,38.869,28.073,128.19
14.848,34.975,48.396,21.55,37.271,47.457,34.098,57.519,22.879,5.7595,31.172,26.499,20.696,27.924,35.606,113.91
38.872,32.145,23.475,36.984,34.862,29.514,36.484,11.761,37.334,17.362,20.566,29.091,23.253,5.0335,31.406,120.24
34.827,45.685,35.15,27.697,19.288,44.172,34.981,37.406,44.036,23.475,33.953,32.38,16.413,23.844,42.152,128.24
11.569,36.583,37.6,35.585,32.966,31.682,24.237,51.631,50.315,29.877,29.536,1.6715,29.697,31.214,33.094,109.71
30.481,33.783,42.028,20.899,14.721,15.524,30.815,15.01,33.156,35.737,24.203,26.616,42.703,18.734,33.993,111.03
31.666,38.353,42.267,24.782,11.28,38.582,31.58,50.409,22.671,31.529,35.479,35.863,48.364,31.893,13.634,120.99
12.162,23.86,23.863,38.951,27.376,15.423,19.407,41.539,23.961,35.397,28.485,39.078,19.628,44.375,17.786,93.195
53.159,41.397,39.073,16.064,28.923,43.758,28.793,44.982,22.826,31.955,32.149,18.508,24.575,20.468,39.353,138.14
21.933,29.044,40.477,47.608,28.385,46.299,31.286,17.289,26.196,48.641,15.175,35.737,41.461,28.067,48.013,117.38
40.165,28.439,50.905,27.796,29.146,40.619,20.849,26.664,16.516,17.198,37.152,26.142,35.844,22.405,24.016,126.67
15.608,34.849,20.811,31.419,59.353,11.559,29.279,16.237,23.306,23.984,30.949,38.364,32.711,20.83,31.845,102.65
49.128,33.958,31.948,37.728,36.471,20.363,10.177,12.137,42.449,12.195,16.363,23.016,15.369,25.058,33.083,127.61
32.843,35.917,22.058,21.751,30.564,43.288,45.946,28.945,30.045,55.188,25.044,28.74,25.284,27.005,27.29,117.44
20.656,24.96,44.013,20.244,14.309,23.69,51.132,38.91,37.725,43.792,8.1766,39.938,20.698,20.139,28.267,104.46
23.19,37.034,26.074,33.187,23.705,27.912,42.416,27.298,34.626,14.016,20.901,41.132,41.673,46.797,19.016,110.82
40.483,27.813,37.74,19.413,48.189,33.566,41.136,16.852,45.955,38.61,31.724,21.219,10.982,28.151,7.8391,125
48.588,42.588,24.439,33.725,35.378,21.949,29.906,26.27,13.056,31.213,20.14,19.976,38.975,16.368,42.184,131.13
36.073,37.217,27.639,31.388,18.391,31.136,21.806,33.838,42.862,21.622,17.602,28.363,40.325,9.1428,36.09,118.5
23.186,23.598,19.529,30.756,19.672,43.59,23.302,36.545,45.657,39.047,37.013,24.29,24.521,37.41,55.425,101.36
22.009,31.864,18.621,20.232,36.33,31.57,36.581,31.792,31.137,33.193,37.761,23.369,35.522,29.955,23.908,103.74
12.284,29.07,33.735,18.02,37.761,35.745,29.724,10.038,28.523,20.517,42.724,36.117,39.243,21.393,25.531,97.996
39.711,28.187,24.242,26.131,31.498,35.855,34.82,36.459,19.916,27.056,26.334,36.425,21.013,35.751,39.705,117.95
26.001,12.587,19.817,25.256,21.114,30.041,30.38,28.527,30.842,17.314,18.747,17.081,25.724,32.772,27.881,92.061
18.311,31.742,29.378,39.224,20.596,9.41,25.584,19.078,8.6531,17.775,26.125,18.535,13.399,37.206,29.096,98.582
24.669,33.932,42.334,25.765,37.614,34.434,31.237,22.945,42.342,13.541,37.022,26.897,10.955,25.2,-0.099472,117.17
24.695,15.387,15.013,28.641,36.634,20.429,16.062,27.729,38.797,25.187,38.762,38.19,45.442,31.041,30.648,93.218
16.54,5.2628,33.8,19.775,24.879,11.188,32.263,32.317,19.887,23.144,22.686,30.026,26.877,20.639,33.072,82
26.297,40.201,17.901,28.372,50.289,24.089,45.284,24.684,30.443,31.97,22.356,42.914,40.779,9.72,26.871,115.18
40.187,45.434,28.23,37.495,39.048,16.459,21.041,27.869,29.582,30.074,37.961,33.923,22.792,29.388,28.17,129.56
28.275,35.373,8.2012,43.976,30.525,34.103,21.874,26.601,42.741,41.376,41.787,35.297,20.462,24.32,39.326,110.35
32.329,49.956,18.134,19.255,35.806,22.712,44.91,15.436,37.746,26.706,27.429,46.834,25.833,19.139,33.008,118.37
23.723,32.333,25.566,24.08,22.893,3.4376,41.012,30.973,16.854,19.366,26.366,26.023,9.7946,28.173,32.806,99.297
30.32,45.022,19.266,28.574,23.717,26.046,41.924,28.757,38.826,40.856,17.603,25.04,32.5,28.958,46.917,116.72
29.12,18.252,22.212,15.713,24.122,55.172,26.887,27.428,41.262,30.634,35.153,25.391,48.04,48.452,23.098,101.07
21.769,41.277,30.75,41.164,22.21,35.618,30.759,31.38,22.484,28.681,10.781,21.007,38.353,33.39,28.85,115.43
35.928,16.73,42.265,30.094,25.502,29.062,32.427,27.983,53.29,31.388,19.03,26.603,33.002,26.656,35.297,115.28
21.695,46.586,36.5,33.356,41.54,36.611,16.401,3.9582,24.595,34.157,45.138,13.563,32.404,10.841,29.746,118.52
29.3,36.447,32.138,30.97,18.395,33.302,38.444,27.937,36.22,20.223,30.646,40.182,17.205,19.562,40.031,116.5
19.437,18.9,24.551,23.967,35.394,43.947,15.8,31.894,25.982,38.025,35.783,13.924,24.466,36.678,41.668,96.92
39.986,30.983,24.68,21.999,14.848,26.362,44.539,46.93,33.045,34.535,25.217,33.612,22.689,35.979,41.572,115.76
24.28,46.071,27.118,21.405,37.742,15.495,27.628,41.231,57.441,35.895,18.023,8.6699,16.762,23.716,22.289,114.47
21.505,22.074,48.663,47.176,31.538,32.654,32.668,27.447,20.59,39.331,50.434,40.482,44.989,17.317,42.084,116.15
29.096,9.0227,37.406,28.099,9.8043,27.573,38.542,20.738,32.802,29.907,19.178,15.793,27.629,40.914,41.668,97.583
37.241,35.611,25.613,27.261,39.66,33.153,31.588,28.991,17.834,22.322,34.476,32.139,18.235,40.221,35.439,121.28
43.735,38.581,34.975,36.219,21.299,36.182,33.357,24.604,25.145,35.562,33.725,24.784,24.916,18.124,40.702,131.16
28.505,18.266,50.571,32.083,31.031,28.37,30.167,7.0156,21.951,35.19,26.254,25.303,21.625,53.968,26.307,111.78
30.593,40.009,28.075,36.091,30.482,24.675,45.259,34.465,46.616,32.816,23.475,31.593,48.485,19.164,38.875,122.62
32.13,36.898,39.144,46.164,32.071,14.624,22.509,37.488,34.758,32.446,29.612,37.326,16.196,21.228,44.676,125.03
27.695,31.193,35.676,44.262,29.778,28.299,39.53,30.323,37.966,36.238,28.531,33.073,22.137,45.962,27.379,120.39
28.58,16.228,31.297,25.879,26.709,33.89,25.228,28.956,17.813,28.529,15.258,20.444,29.05,28.151,33.933,102.19
39.849,24.98,29.764,25.88,37.759,24.848,41.364,41.114,15.684,29.059,24.224,20.866,30.431,31.11,35.167,118.57
31.442,23.686,30.305,21.755,13.426,26.259,32.891,32.98,46.754,21.022,25.421,25.381,37.698,33.377,25.286,105.29
26.102,34.826,44.526,32.937,31.254,36.026,41.072,21.749,19.253,26.411,51.163,39.562,33.081,7.6647,32.752,121.4
12.051,20.457,8.0754,40.273,39.502,35.074,38.622,24.617,8.9406,26.265,31.47,28.041,26.843,34.754,49.819,89.416
19.352,12.103,32.534,35.906,39.169,52.001,49.831,24.094,35.04,21.531,22.087,40.912,27.472,42.212,20.305,104.44
23.171,26.043,35.942,23.335,33.342,17.145,33.815,29.381,45.675,26.372,38.778,36.059,13.566,31.121,24.859,106.49
13.976,46.822,36.405,33.52,34.55,40.027,29.387,28.426,37.212,20.814,48.217,39.592,41.075,25.311,39.329,117.01
52.16,39.359,28.689,42.482,13.038,24.562,38.351,34.324,37.207,31.399,45.332,25.241,14.331,44.133,36.469,134.84
32.899,21.141,35.105,31.892,31.566,36.734,31.899,24.801,27.616,42.073,28.176,22.289,18.721,25.922,3.1052,114.79
24.453,41.13,38.102,39.628,23.359,53.443,19.049,21.179,39.151,41.257,38.26,46.343,28.454,19.502,24.987,122.46
23.446,43.223,23.696,27.063,25.907,51.738,22.706,30.132,42.891,38.095,27.547,29.441,49.226,33.064,25.502,114.78
29.442,30.114,44.402,26.705,38.289,33.289,22.421,25.853,37.025,35.419,31.556,38.081,34.241,32.1,23.664,119.87
23.666,28.544,42.712,36.977,37.741,32.415,26.58,41.16,33.694,25.036,35.996,35.001,40.041,29.571,38.978,117.97
48.359,22.454,20.85,39.218,27.288,23.237,30.134,28.994,24.189,24.118,39.98,36.709,29.63,30.206,28.671,119.92
45.974,18.738,27.881,34.429,23.299,40.116,19.145,40.347,24.533,32.857,28.432,37.982,40.038,15.041,22.704,118.93
28.272,32.476,30.725,24.045,26.341,23.646,35.525,38.065,35.633,38.087,13.494,36.669,47.421,28.511,34.364,112.05
41.522,22.026,25.929,15.757,34.349,19.408,20.214,38.82,23.128,39.546,29.225,31.737,23.616,31.381,22.224,110.18
17.495,35.085,34.082,26.641,51.796,23.88,28.798,27.788,32.467,28.772,29.489,25.866,39.993,24.823,25.084,110.89
33.871,21.865,43.127,30.402,29.792,40.549,42.555,46.124,33.252,46.377,30.744,16.261,40.246,28.945,35.314,121.8
21.914,28.54,20.043,28.321,33.378,37.756,31.687,21.517,27.167,25.711,15.025,29.811,28.399,22.41,20.375,102.94
44.268,6.5292,25.029,30.87,22.427,27.3,26.891,33.689,14.799,21.886,25.271,32.611,22.283,37.794,8.8522,105.05
38.462,52.936,33.204,36.339,32.912,31.315,34.69,43.968,39.867,24.997,4.8003,36.889,25.643,46.875,34.529,137.1
42.121,27.244,36.521,31.973,37.352,36.783,24.406,36.944,46.442,15.08,37.135,38.771,20.27,46.223,27.544,127.19
34.805,33.252,27.489,37.863,34.089,16.73,34.969,48.876,36.304,29.064,34.654,55.303,11.805,31.245,46.266,121.31
33.188,21.294,18.802,34.775,31.603,40.807,23.85,26.853,42.448,40.278,30.399,41.199,11.199,38.346,45.539,109.87
21.283,14.723,36.326,25.848,34.322,12.56,12.353,29.045,14.436,38.265,24.314,26.668,35.204,42.711,32.59,94.417
19.035,17.421,19.789,15.279,23.617,38.465,54.32,14.079,31.192,35.712,23.581,30.273,25.621,43.075,31.209,90.22
17.3,17.375,22.964,32.006,38.767,24.392,23.511,22.309,22.032,25.419,41.303,30.418,34.184,14.618,25.064,93.908
26.385,26.768,24.786,14.686,32.907,29.459,15.149,24.393,7.4883,20.204,40.771,25.729,25.29,25.64,40.49,98.624
29.959,10.795,34.705,31.129,25.343,29.993,17.343,44.075,14.73,11.118,38.752,20.045,16.985,44.291,42.98,101.4
32.622,25.119,38.994,24.49,20.841,37.354,47.734,42.227,15.811,20.226,36.89,35.741,35.606,28.507,37.939,115.59
38.476,42.309,31.988,27.94,25.433,21.598,26.686,25.823,30.622,46.194,24.592,45.72,29.333,14.857,25.904,124.41
27.743,35.042,14.955,48.743,39.18,31.472,16.589,39.232,18.195,32.341,46.461,27.109,24.145,45.533,27.005,114.42
26.585,31.389,15.717,38.763,31.012,19.972,40.355,32.911,31.929,44.465,9.2467,26.554,43.346,31.759,8.4575,108.24
39.152,34.279,33.364,31.295,47.967,34.737,24.71,22.537,28.29,25.977,36.727,27.966,34.921,19.586,33.174,127.67
45.542,37.719,22.458,34.583,25.606,32.02,24.574,29.506,24.457,41.866,38.461,35.895,51.342,40.523,27.585,126.84
23.321,30.09,28.377,31.126,26.08,26.266,24.596,49.504,47.48,32.251,28.097,25.614,36.058,11.641,37.132,108.6
37.748,38.319,13.487,32.868,25.71,30.515,24.655,32.359,29.84,25.512,32.705,27.832,13.453,31.91,28.151,116.23
16.252,37.968,47.992,27.763,20.761,33.464,20.773,51.746,19.842,24.368,41.944,32.405,26.506,22.297,50.996,112.26
30.837,31.929,37.539,15.484,36.143,39.282,26.621,4.7545,14.187,43.117,35.048,30.929,16.701,3.4923,27.98,112.6
25.537,19.313,41.144,25.397,24.625,25.666,30.312,9.4618,12.061,20.041,57.665,18.73,39.508,30.934,39.73,102.43
33.577,22.21,30.985,22.826,41.966,44.242,27.632,45.185,19.603,36.31,32.861,23.481,26.871,44.837,47.966,115.2
19.796,22.52,10.866,23.569,27.477,21.536,24.424,29.998,18.742,29.135,30.625,24.265,45.334,32.768,35.241,88.397
32.375,20.704,36.15,36.018,32.61,33.837,26.169,31.921,16.021,32.229,36.864,28.922,27.456,23.515,42.957,114.79
39.972,27.043,19.954,20.021,39.4,37.799,14.045,38.264,14.986,29.063,20.941,39.632,30.634,23.821,26.733,112.82
16.972,31.128,40.498,14.672,44.12,16.431,32.377,33.901,31.361,36.833,20.806,31.654,29.711,37.302,31.3,105.02
34.532,40.36,36.76,9.1352,53.95,16.729,34.547,28.915,15.402,22.974,18.025,43.265,12.576,17.387,34.406,119.71
27.289,39.107,30.124,49.597,29.995,30.637,24.579,24.648,42.836,29.126,28.183,38.372,30.146,35.05,10.245,121.98
30.892,24.015,28.813,28.619,29.352,27.016,31.278,14.367,15.806,16.676,35.781,25.599,32.418,41.475,28.285,107.14
13.647,24.615,16.364,27.672,34.816,58.017,23.095,32.878,25.105,43.045,31.146,29.79,40.55,18.376,41.344,96.29
51.594,44.615,8.4429,23.189,39.612,41.578,25.522,54.059,33.312,33.363,16.15,12.562,23.177,27.872,14.492,129.95
51.371,28.79,24.677,24.588,20.779,17.926,17.435,13.687,33.805,25.976,15.222,5.8389,23.757,49.45,36.692,116.92
24.156,28.4,40.697,37.627,45.346,31.639,38.744,32.206,16.685,32.588,21.343,21.108,42.678,28.098,23.755,118.43
19.023,33.216,36.376,43.837,23.464,27.814,40.573,16.401,45.137,20.263,27.127,30.518,36.541,25.146,49.56,112.19
